file_path,method
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestBaseConfiguration.java,mock
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestBaseConfiguration.java,mock
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestBaseConfiguration.java,mock
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestAbstractConfigurationBasicFeatures.java,mock
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestAbstractConfigurationBasicFeatures.java,mock
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestAbstractConfigurationBasicFeatures.java,thenReturn
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestAbstractConfigurationBasicFeatures.java,when
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestAbstractConfigurationBasicFeatures.java,mock
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestAbstractConfigurationBasicFeatures.java,thenReturn
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestAbstractConfigurationBasicFeatures.java,when
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestAbstractConfigurationBasicFeatures.java,mock
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestAbstractConfigurationBasicFeatures.java,mock
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestAbstractConfigurationBasicFeatures.java,mock
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestAbstractConfigurationBasicFeatures.java,mock
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestAbstractConfigurationBasicFeatures.java,mock
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestAbstractConfigurationBasicFeatures.java,mock
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,mock
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,thenThrow
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,when
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,mock
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,mock
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,thenReturn
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,when
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,thenReturn
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,when
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,thenReturn
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,when
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,verify
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,verify
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,verify
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,verifyNoMoreInteractions
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,mock
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,mock
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,thenReturn
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,when
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,thenReturn
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,when
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,verify
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,verify
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestDatabaseConfiguration.java,verifyNoMoreInteractions
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestCompositeConfiguration.java,mock
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestSubnodeConfiguration.java,mock
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestSubnodeConfiguration.java,thenReturn
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestSubnodeConfiguration.java,when
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestSubnodeConfiguration.java,verify
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestSubnodeConfiguration.java,verify
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestSubnodeConfiguration.java,verifyNoMoreInteractions
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestSubsetConfiguration.java,mock
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestConfigurationConverter.java,mock
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestConfigurationConverter.java,thenReturn
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestConfigurationConverter.java,when
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestConfigurationConverter.java,thenAnswer
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestConfigurationConverter.java,when
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestConfigurationConverter.java,any
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestConfigurationConverter.java,getArgument
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestConfigurationUtils.java,mock
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestConfigurationUtils.java,mock
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestAbstractConfigurationSynchronization.java,mock
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestAbstractConfigurationSynchronization.java,thenReturn
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestAbstractConfigurationSynchronization.java,when
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestAbstractConfigurationSynchronization.java,verify
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestAbstractConfigurationSynchronization.java,verify
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestAbstractConfigurationSynchronization.java,verify
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestAbstractConfigurationSynchronization.java,verifyNoMoreInteractions
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestAbstractConfigurationSynchronization.java,verifyNoMoreInteractions
/commons-configuration/src/test/java/org/apache/commons/configuration2/TestXMLDocumentHelper.java,mock
